LON,LAT,OBS_1995-2014,SSP1-2.6_1995-2014,SSP1-2.6_2021-2040,SSP1-2.6_2041-2060,SSP1-2.6_2081-2100,SSP2-4.5_1995-2014,SSP2-4.5_2021-2040,SSP2-4.5_2041-2060,SSP2-4.5_2081-2100,SSP3-7.0_1995-2014,SSP3-7.0_2021-2040,SSP3-7.0_2041-2060,SSP3-7.0_2081-2100,SSP5-8.5_1995-2014,SSP5-8.5_2021-2040,SSP5-8.5_2041-2060,SSP5-8.5_2081-2100,GWL1.5_1995-2014,GWL1.5,GWL2.0_1995-2014,GWL2.0,GWL3.0_1995-2014,GWL3.0,GWL4.0_1995-2014,GWL4.0
120.15, 23.20,  11.5500,   9.5840,  30.7400,  43.5240,  43.6020,   9.6481,  30.4712,  52.2000,  86.8212,   9.5848,  32.3457,  62.1804, 121.9717,   9.6481,  35.2019,  70.2827, 146.1538,   9.5964,  29.6881,   9.6547,  49.2750,   9.6018,  89.0404,   9.6212, 125.0308,
120.15, 23.25,  10.8000,  10.0160,  29.4540,  41.9620,  42.4040,  10.0250,  29.5481,  50.3154,  83.2808,   9.9609,  31.0130,  60.0000, 118.4848,  10.0250,  33.9173,  67.1635, 143.1904,   9.9928,  28.7464,  10.0302,  47.1390,  10.0123,  85.5044,   9.9865, 121.2904,
120.15, 23.30,  12.1000,   9.9980,  29.5220,  41.9220,  42.0960,  10.0365,  29.2288,  50.0519,  83.0673,  10.0000,  30.9478,  59.6848, 118.7087,  10.0365,  33.7615,  66.9288, 142.7192,  10.0036,  28.7124,  10.0733,  46.9808,  10.0711,  85.5368,  10.1596, 120.8615,
120.15, 23.35,  12.2000,   9.8500,  29.5680,  42.2160,  42.4380,   9.8788,  29.8077,  50.5000,  84.5558,   9.8413,  31.2391,  60.4652, 120.2109,   9.8788,  34.2288,  68.0000, 143.7731,   9.8423,  28.9165,   9.8919,  47.8703,   9.8465,  86.6605,   9.7615, 121.8058,
120.15, 23.40,  12.2000,   9.5580,  29.9280,  42.7160,  42.8340,   9.5231,  29.4750,  50.2692,  84.5269,   9.5239,  31.0761,  60.0457, 119.5500,   9.5231,  34.0558,  68.1596, 144.1558,   9.5289,  28.6644,   9.5558,  47.7500,   9.5149,  86.4728,   9.4846, 121.2481,
120.15, 23.45,  10.9000,   9.8920,  30.5180,  43.5680,  43.7120,   9.8731,  30.5115,  51.6269,  86.0269,   9.7565,  31.7565,  61.5522, 121.0087,   9.8731,  35.0654,  69.7365, 144.8596,   9.8412,  29.4706,   9.8663,  49.0419,   9.7965,  88.2325,   9.6846, 122.5096,
120.15, 23.50,  11.3000,   9.9560,  31.2180,  44.3020,  44.4760,   9.8942,  31.1442,  52.7462,  87.4981,   9.8826,  32.4783,  62.3739, 121.1609,   9.8942,  35.9462,  70.6481, 144.7865,   9.8907,  30.2928,   9.9186,  50.0500,   9.8833,  88.9956,   9.8000, 122.2923,
120.15, 23.55,  10.3500,   9.5860,  30.1320,  42.6560,  43.2560,   9.5577,  29.7846,  50.7019,  85.2462,   9.5696,  31.3239,  60.5674, 119.1848,   9.5577,  34.5442,  69.0788, 142.7019,   9.5593,  29.1443,   9.5669,  48.3267,   9.5140,  87.0482,   9.3865, 120.2577,
120.15, 23.60,  10.4000,   9.8100,  29.2260,  41.7540,  42.3340,   9.7808,  29.1923,  49.6154,  83.6365,   9.7761,  30.4609,  59.9370, 117.4891,   9.7808,  33.6019,  67.4962, 140.8923,   9.7701,  28.6881,   9.8163,  47.2483,   9.7342,  85.2737,   9.6423, 118.2365,
120.15, 23.65,   9.9500,   9.8660,  29.2660,  41.3620,  42.5460,   9.8885,  29.4154,  49.3212,  83.2231,   9.8261,  30.8043,  58.9152, 116.8391,   9.8885,  33.5673,  67.1096, 139.9904,   9.8469,  28.6314,   9.9012,  46.9465,   9.8158,  85.0728,   9.6962, 117.8385,
